date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:59:41	28338/28338	---M--	200	added ('OK')	image/jpeg	etag:%223178449b4136216a17f87134643affe4%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/banner5.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/banner5.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-4.html)
12:59:42	25416/25416	---M--	200	added ('OK')	image/jpeg	etag:%2282898269a73b1eefc743dbb49250618f%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/banner6.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/banner6.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-4.html)
12:59:43	20310/20310	---M--	200	added ('OK')	image/jpeg	etag:%228d484b27348b6f7f7bbb11a99c07cd42%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/product/product11.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/product/product11.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/shop.html)
12:59:44	11605/11605	---M--	200	added ('OK')	image/jpeg	etag:%22574a2cd7293c2dcb36fce7147fe94ddb%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/product/product12.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/product/product12.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/shop.html)
12:59:45	16305/16305	---M--	200	added ('OK')	image/jpeg	etag:%2239d94f22ba5a3e30e685577dd7ae5896%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/s-product/product3.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/s-product/product3.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/cart.html)
12:59:46	7106/7106	---M--	200	added ('OK')	image/png	etag:%2221b03ffdcee74f05d6a683859646782b%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/icon/papyel.png	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/icon/papyel.png	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/checkout.html)
12:59:47	1128/1128	---M--	200	added ('OK')	image/jpeg	etag:%2291aeb3f07778480dc44091faaf80b57b%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/blog/comment2.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/blog/comment2.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/product-details.html)
12:59:48	131034/131034	---M--	200	added ('OK')	image/jpeg	etag:%22461cda2de30f69b3382480ba0e09f39c%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/blog/blogpage1.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/blog/blogpage1.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/blog.html)
12:59:49	117721/117721	---M--	200	added ('OK')	image/jpeg	etag:%22ea3b67ddd0932b95140fced7ad8b8530%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/blog/blogpage2.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/blog/blogpage2.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/blog.html)
12:59:50	115311/115311	---M--	200	added ('OK')	image/jpeg	etag:%2207109dc2cbc5bb90460dde74da285167%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/blog/blogpage6.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/blog/blogpage6.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/blog.html)
